threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,brier,average_precision,roc_auc
0.24999999999999994,0.9504401695467883,0.6532229548432722,0.40186915887850466,0.3282442748091603,0.36134453781512604,0.33769898711089985,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.18,0.9400065210303228,0.6805918110531023,0.33121019108280253,0.3969465648854962,0.3611111111111111,0.33139458040398323,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.175,0.938376263449625,0.6833868065811095,0.3231707317073171,0.40458015267175573,0.3593220338983051,0.3296600461824088,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.22499999999999998,0.9475057059015325,0.658983245626807,0.375,0.3435114503816794,0.35856573705179284,0.3315998588241383,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.065,0.8770785784153896,0.8409881544189529,0.23026315789473684,0.8015267175572519,0.3577512776831346,0.38761190214235947,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.075,0.8849038148027388,0.819549888720178,0.23444976076555024,0.7480916030534351,0.3570127504553734,0.37666322430618465,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.15499999999999997,0.9302249755461363,0.7010082783867546,0.2935323383084577,0.45038167938931295,0.35542168674698793,0.3284894993677676,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.15999999999999998,0.9321812846429736,0.6947370884206585,0.29842931937172773,0.4351145038167939,0.35403726708074534,0.32589764116660896,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.145,0.925334202804043,0.709393264970776,0.27927927927927926,0.4732824427480916,0.35127478753541075,0.3268050472301236,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.14999999999999997,0.9272905119008803,0.70312207500468,0.2830188679245283,0.4580152671755725,0.3498542274052478,0.3238394899494799,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.26499999999999996,0.951418324095207,0.6427943715290055,0.40816326530612246,0.3053435114503817,0.34934497816593885,0.3283496984892312,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.16999999999999998,0.9354417998043691,0.6818541090334256,0.3063583815028902,0.40458015267175573,0.34868421052631576,0.31878250032870437,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.25499999999999995,0.9497880665145093,0.6455893670570128,0.3904761904761905,0.31297709923664124,0.3474576271186441,0.323806938438995,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.26999999999999996,0.9517443756113466,0.6393181770909167,0.4105263157894737,0.29770992366412213,0.34513274336283184,0.32521101526844504,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.27499999999999997,0.9517443756113466,0.6393181770909167,0.4105263157894737,0.29770992366412213,0.34513274336283184,0.32521101526844504,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.25999999999999995,0.9501141180306488,0.6421131726189239,0.39215686274509803,0.3053435114503817,0.34334763948497854,0.3205277016134597,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.06,0.8689272905119009,0.836730661230942,0.2182952182952183,0.8015267175572519,0.3431372549019608,0.37448940379209494,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.27999999999999997,0.9517443756113466,0.6356716829253073,0.40860215053763443,0.2900763358778626,0.3392857142857143,0.3199785933936748,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.055,0.8591457450277143,0.8352681635709382,0.20662768031189083,0.8091603053435115,0.32919254658385094,0.36330121952589023,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.285,0.9520704271274861,0.6285489943216092,0.4090909090909091,0.2748091603053435,0.3287671232876712,0.31141230193384584,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.3,0.9533746331920443,0.6255836990660815,0.4268292682926829,0.26717557251908397,0.3286384976525822,0.3148457579453169,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.295,0.9530485816759048,0.6254133993385611,0.42168674698795183,0.26717557251908397,0.32710280373831774,0.3125713389419292,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.29,0.9527225301597653,0.6252430996110406,0.4166666666666667,0.26717557251908397,0.32558139534883723,0.3103353201747574,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.05,0.8522986631887838,0.8426313517898372,0.20185185185185187,0.8320610687022901,0.32488822652757077,0.36380718167476384,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.31499999999999995,0.954352787740463,0.6151551157518148,0.4383561643835616,0.24427480916030533,0.3137254901960784,0.3055199520873356,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.31999999999999995,0.954352787740463,0.6151551157518148,0.4383561643835616,0.24427480916030533,0.3137254901960784,0.3055199520873356,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.32499999999999996,0.954352787740463,0.6151551157518148,0.4383561643835616,0.24427480916030533,0.3137254901960784,0.3055199520873356,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.30999999999999994,0.9540267362243234,0.6149848160242943,0.43243243243243246,0.24427480916030533,0.3121951219512195,0.3030504585685038,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.30499999999999994,0.9533746331920443,0.6146442165692535,0.42105263157894735,0.24427480916030533,0.30917874396135264,0.29825025064793337,0.03373039724313117,0.31684046237976116,0.9196978284834745
0.3449999999999999,0.954352787740463,0.6115086215862054,0.43661971830985913,0.2366412213740458,0.3069306930693069,0.29988313169546027,0.03373039724313117,0.31684046237976116,0.9196978284834745
