,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
CR404Q06VS,469.0,0.03837953091684435,0.2667835018232549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
CR404Q07S,451.0,0.1130820399113082,0.3170447425996081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CR404Q07TT,466.0,60311.65450643777,37397.27111898733,68.0,332.65000000000003,10627.5,35913.25,54972.5,77964.25,119521.0,181180.80000000034,310026.0
CR404Q07F,455.0,13606.25934065934,15297.30828928253,3.0,1240.5,2798.5,5921.5,9754.0,15993.5,35287.19999999999,62554.51999999977,192442.0
CR404Q07A,466.0,6.278969957081545,3.8881496015234114,0.0,0.0,3.0,4.0,6.0,7.0,11.0,17.0,65.0
CR404Q07V,466.0,1.238197424892704,0.6567434906814793,1.0,1.0,1.0,1.0,1.0,1.0,2.75,4.0,6.0
CR404Q07VS,466.0,0.03862660944206009,0.21404813562767533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR404Q10TT,464.0,157875.9525862069,109170.00196844555,1532.0,2159.72,6964.600000000002,81483.5,144977.0,214879.75,358674.39999999973,469218.0400000001,659244.0
CR404Q10F,425.0,22736.47294117647,22282.648598219705,2.0,20.08000000000001,2138.2000000000003,8744.0,16863.0,27294.0,62398.79999999999,117308.07999999994,179470.0
CR404Q10A,464.0,137.22629310344828,125.86010986545224,0.0,0.0,0.0,14.75,123.0,206.0,363.84999999999997,555.33,735.0
CR404Q10V,464.0,1.1206896551724137,0.38671619484722414,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR404Q10VS,464.0,0.0021551724137931034,0.046423834544262965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CR565Q01S,535.0,0.6467289719626168,0.47843333534442534,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR565Q01TT,563.0,64687.092362344585,47369.04130586776,30.0,249.72,4532.000000000001,34361.0,56484.0,86988.5,152417.99999999997,212593.37999999998,399535.0
CR565Q01F,541.0,34601.58225508318,27473.357996618306,2.0,18.400000000000006,2312.0,18797.0,31825.0,46445.0,75037.0,108261.00000000004,395916.0
CR565Q01A,563.0,4.571936056838366,4.384507785669263,0.0,0.0,1.0,1.0,4.0,6.0,13.0,22.0,33.0
CR565Q01V,563.0,1.1829484902309058,0.5029385278763694,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0
CR565Q01VS,563.0,0.03019538188277087,0.171276755231262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR565Q02TT,561.0,126614.1568627451,128846.53988944559,23.0,219.8,3483.0,43891.0,104533.0,173093.0,324714.0,466595.99999999953,1868391.0
CR565Q02F,483.0,17367.08281573499,19485.94357312563,1.0,17.840000000000003,1271.2,6973.0,12706.0,21980.5,51152.999999999985,92127.12000000001,250294.0
CR565Q02A,561.0,110.57754010695187,106.86674677410639,0.0,0.0,0.0,6.0,97.0,183.0,298.0,431.7999999999993,612.0
CR565Q02V,561.0,1.2352941176470589,0.6108266887567038,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0
CR565Q02VS,561.0,0.0392156862745098,0.21186777759270717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR565Q03S,517.0,0.7137330754352031,0.4524534649171375,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR565Q03TT,555.0,46961.34414414415,35574.87466177282,17.0,120.16,1851.0,25530.5,40569.0,61749.0,103036.89999999998,162123.86000000025,367581.0
CR565Q03F,525.0,18033.929523809526,17055.393730496977,7.0,730.64,2617.2000000000003,6561.0,12104.0,24212.0,53581.39999999997,82580.87999999995,113401.0
CR565Q03A,555.0,4.882882882882883,4.480883460181904,0.0,0.0,0.0,2.0,4.0,7.0,13.0,21.0,34.0
CR565Q03V,555.0,1.1801801801801801,0.5794027517227879,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0
CR565Q03VS,555.0,0.07747747747747748,0.32818412016745646,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
CR565Q05TT,551.0,91135.92558983665,78462.00414498206,32.0,113.0,850.5,32051.5,76280.0,134850.0,229087.5,353585.0,623289.0
CR565Q05F,473.0,10155.923890063425,9430.7611759922,2.0,5.0,938.0,4867.0,7992.0,12113.0,25647.399999999998,48255.07999999983,73744.0
CR565Q05A,551.0,95.25771324863884,88.89398593747595,0.0,0.0,0.0,12.0,81.0,141.5,256.0,376.5,544.0
CR565Q05V,551.0,1.1633393829401089,0.5175105717591938,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR565Q05VS,551.0,0.05989110707803993,0.2523475001818819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
CR565Q08S,504.0,0.5476190476190477,0.4982217740100281,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR565Q08TT,546.0,31778.172161172162,24855.193491882736,18.0,111.7,812.0,15545.0,26843.0,43045.25,75301.5,108553.39999999953,215224.0
CR565Q08F,513.0,10495.130604288499,10751.352727957355,2.0,6.12,1970.4,4176.0,7199.0,12650.0,30039.799999999985,49110.35999999999,89044.0
CR565Q08A,546.0,2.8864468864468864,2.0971626559307825,0.0,0.0,0.0,2.0,3.0,3.0,7.0,11.0,17.0
CR565Q08V,546.0,1.1080586080586081,0.3846231138115063,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
CR565Q08VS,546.0,0.056776556776556776,0.24696293500426458,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
CR565Q09S,503.0,0.36779324055666,0.4826847446761328,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR565Q09TT,546.0,30953.507326007326,22185.836978439445,1088.0,2068.25,3585.25,16311.5,27838.0,40524.75,67215.75,112245.49999999991,204812.0
CR565Q09F,525.0,18963.67619047619,16213.422082458563,1.0,3.4800000000000004,1217.8000000000002,6347.0,16216.0,26484.0,49012.19999999993,65204.479999999996,132663.0
CR565Q09A,546.0,2.54029304029304,3.3841545372985626,0.0,0.0,1.0,1.0,2.0,3.0,7.0,11.099999999999909,64.0
CR565Q09V,546.0,1.0512820512820513,0.24443945448026638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR565Q09VS,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR547Q02S,469.0,0.5394456289978679,0.4989738527130691,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR547Q02TT,486.0,51840.50617283951,39691.67293722491,44.0,612.3500000000001,8362.0,24534.5,40208.5,69225.75,134946.5,184620.79999999978,246381.0
CR547Q02F,473.0,35956.15221987315,31874.359224634103,3.0,1026.24,3837.4000000000005,13687.0,25927.0,49661.0,101790.0,152449.36,190285.0
CR547Q02A,486.0,2.837448559670782,3.3429903386885416,0.0,0.0,1.0,1.0,2.0,3.0,8.0,16.149999999999977,35.0
CR547Q02V,486.0,1.1152263374485596,0.37319275885749903,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR547Q02VS,486.0,0.01646090534979424,0.12737081797876904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR547Q07SF,449.0,0.8240534521158129,0.381199419118778,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR547Q09TT,475.0,94587.58105263158,76716.32285953117,17.0,100.7,15945.300000000007,56718.0,81620.0,114638.5,204469.0,361662.5199999998,1086587.0
CR547Q09F,438.0,19775.23515981735,15199.400820177072,2.0,44.22,2054.05,9515.0,16875.5,26535.0,45655.79999999998,72846.88999999991,144357.0
CR547Q09A,475.0,54.246315789473684,47.1456174286335,0.0,0.0,0.0,22.5,55.0,70.5,111.0,216.77999999999997,584.0
CR547Q09V,475.0,1.3726315789473684,0.8280985929171619,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0
CR547Q09VS,475.0,0.08,0.3405133875321315,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.259999999999991,4.0
CR547Q10S,403.0,0.24813895781637718,0.43246977928628266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CR547Q10TT,472.0,82973.15889830509,47688.248434000336,1842.0,2296.88,5253.750000000001,52555.0,81822.0,111422.5,159310.69999999998,207912.98000000004,276249.0
CR547Q10F,425.0,30007.402352941175,21990.82107145371,3.0,161.92000000000004,2554.4,10888.0,27727.0,43626.0,69039.2,91337.35999999999,133358.0
CR547Q10A,472.0,11.177966101694915,10.027038906390608,0.0,0.0,0.0,4.0,9.0,15.0,28.899999999999977,43.87000000000006,86.0
CR547Q10V,472.0,1.1546610169491525,0.41651100046570483,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
CR547Q10VS,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR547Q03S,466.0,0.6030042918454935,0.4898009119171521,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR547Q03TT,483.0,40125.674948240165,28895.31780065347,110.0,371.4800000000001,6599.000000000001,19882.0,32700.0,55995.0,89915.29999999999,141368.58000000002,171325.0
CR547Q03F,471.0,28965.8025477707,23404.78658684636,1.0,37.10000000000001,3274.0,12766.5,22028.0,39948.0,71765.0,110755.80000000009,165586.0
CR547Q03A,483.0,2.339544513457557,2.2147724983590233,0.0,0.0,1.0,1.0,2.0,3.0,6.0,11.0,28.0
CR547Q03V,483.0,1.1490683229813665,0.45381527111980113,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR547Q03VS,483.0,0.018633540372670808,0.1499121328859089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR547Q06S,460.0,0.5413043478260869,0.4988335356382443,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR547Q06TT,480.0,69335.47916666667,47363.43060527844,49.0,376.9,7190.250000000002,42503.75,61346.0,86424.75,151131.14999999997,208645.86999999956,557017.0
CR547Q06F,462.0,53539.181818181816,42369.29376208029,2.0,1048.0600000000002,3564.15,31525.0,47089.5,69374.75,126235.84999999995,163292.1999999999,555101.0
CR547Q06A,480.0,2.73125,3.825071464940203,0.0,0.0,1.0,1.0,2.0,3.0,8.0,15.419999999999959,58.0
CR547Q06V,480.0,1.25,0.7195452054693905,1.0,1.0,1.0,1.0,1.0,1.0,2.0499999999999545,5.0,7.0
CR547Q06VS,480.0,0.04375,0.23334389577445203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
CR547Q07TT,477.0,78676.60587002097,46365.3944912769,19.0,251.11999999999998,14217.2,47186.0,72140.0,99858.0,165606.8,218707.72,325510.0
CR547Q07F,461.0,27953.190889370933,21433.513733687665,3.0,311.0000000000001,3101.0,13661.0,23345.0,36481.0,68860.0,98621.59999999993,153771.0
CR547Q07A,477.0,11.09014675052411,6.3037809932096955,0.0,0.0,6.0,7.0,10.0,13.0,23.0,32.72000000000003,42.0
CR547Q07SA,456.0,0.668859649122807,0.471140321174446,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR547Q07SB,453.0,0.7682119205298014,0.4224408940581283,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR547Q07SC,454.0,0.5859030837004405,0.49310875743301946,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR547Q07SD,452.0,0.504424778761062,0.5005344160457824,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR547Q07SE,446.0,0.5224215246636771,0.5000579399089516,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR547Q07V,477.0,1.4423480083857443,0.890737314065906,1.0,1.0,1.0,1.0,1.0,2.0,3.1999999999999886,5.0,5.0
CR547Q07VS,477.0,0.04612159329140461,0.20996860983676538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR558Q02S,486.0,0.6172839506172839,0.4865506930811655,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR558Q02TT,502.0,125162.80876494024,79529.60371497623,66.0,1481.54,20585.95,67747.0,116620.0,166319.0,268052.14999999997,378709.27,508182.0
CR558Q02F,491.0,76432.08553971487,65420.652749543406,18.0,1605.0000000000002,4020.0,24945.5,60666.0,106239.0,202714.0,275256.1000000005,356561.0
CR558Q02A,502.0,6.346613545816733,28.464976176848605,0.0,0.0,3.0,3.0,4.0,6.0,11.0,21.970000000000027,638.0
CR558Q10SB,465.0,0.43010752688172044,0.4956241593975911,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR558Q10SC,466.0,0.9098712446351931,0.28667388941142774,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR558Q10SD,466.0,0.5429184549356223,0.4986899631610883,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR558Q12TT,484.0,99778.09504132232,75668.78918850154,1604.0,2494.17,13161.2,49355.0,83068.0,129611.0,240970.54999999993,357027.09000000014,637789.0
CR558Q12F,472.0,17519.112288135595,16333.49451840278,6.0,492.44,3756.65,9606.0,13592.0,20555.0,41922.69999999999,73396.11000000022,233822.0
CR558Q12A,484.0,109.37809917355372,98.7555046855422,0.0,0.0,1.0,39.0,84.0,155.0,308.24999999999983,459.8500000000001,544.0
CR558Q12V,484.0,1.0475206611570247,0.23159821348941237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR558Q12VS,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR558Q02SA,484.0,0.8243801652892562,0.38089008225608767,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR558Q02SB,485.0,0.9278350515463918,0.25902800992532726,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR558Q02SC,485.0,0.7154639175257732,0.4516590643050561,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR558Q02V,502.0,1.0577689243027888,0.28016498274289664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
CR558Q02VS,502.0,0.0099601593625498,0.09940139401492457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CR558Q04TT,499.0,110315.75150300602,91157.16874735913,59.0,416.42,7611.400000000001,51142.0,86591.0,143891.5,291627.09999999986,458084.4999999998,663698.0
CR558Q04F,458.0,25449.63755458515,30560.569562677665,2.0,1071.27,2125.55,6062.5,13016.0,33214.0,84470.54999999994,131118.5200000002,266954.0
CR558Q04A,499.0,95.64929859719439,78.86806668277175,0.0,0.0,0.0,46.5,80.0,125.0,238.49999999999983,362.49999999999955,598.0
CR558Q04V,499.0,1.1142284569138277,0.44017379270346785,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR558Q04VS,499.0,0.02004008016032064,0.1402779741689384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR558Q06S,474.0,0.7510548523206751,0.4328588102690853,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR558Q06TT,493.0,64056.62677484787,42223.15476892872,54.0,393.36,6344.2,35056.0,59061.0,85854.0,134520.4,175916.55999999994,326747.0
CR558Q06F,477.0,48530.9035639413,40823.25864826263,2.0,956.3999999999999,3269.6,18257.0,39480.0,71526.0,114703.2,172777.6,325015.0
CR558Q06A,493.0,2.4868154158215012,2.7464553282969986,0.0,0.0,1.0,1.0,2.0,3.0,7.0,9.0,37.0
CR558Q06V,493.0,1.1196754563894524,0.4978391275265402,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0
CR558Q06VS,493.0,0.04462474645030426,0.21629857214784795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR558Q09S,384.0,0.7552083333333334,0.4305245550665266,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR558Q09TT,490.0,54044.05510204082,103238.11676334249,23.0,509.69999999999993,2700.3,24572.25,45706.5,65527.25,106215.09999999989,143721.13000000082,1610397.0
CR558Q09F,403.0,40014.41687344913,83605.47069453434,2.0,1543.88,3385.2,15731.0,32065.0,49536.0,82451.39999999994,124894.92000000003,1582115.0
CR558Q09A,490.0,3.216326530612245,5.751690315746472,0.0,0.0,0.0,1.0,1.0,3.0,13.0,31.0,45.0
CR558Q09V,490.0,1.1693877551020408,0.5444285879482434,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.1100000000000136,6.0
CR558Q09VS,490.0,0.0326530612244898,0.19957803656658035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR558Q10S,469.0,0.7782515991471215,0.8306857509940136,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0
CR558Q10TT,488.0,56601.30122950819,36363.30508504201,68.0,399.71,10056.900000000001,32610.25,48066.5,73666.5,128038.19999999994,176994.72999999998,247906.0
CR558Q10F,473.0,20591.750528541226,18480.017108075164,3.0,424.07999999999987,3191.8,9117.0,15664.0,25972.0,54197.39999999999,91548.31999999967,146446.0
CR558Q10A,488.0,6.528688524590164,3.8460087209246705,0.0,0.0,4.0,4.0,6.0,8.0,12.0,22.129999999999995,48.0
CR558Q10SA,469.0,0.8038379530916845,0.397516574089865,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR558Q10V,488.0,1.1413934426229508,0.46487253438098447,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR558Q10VS,488.0,0.03278688524590164,0.18943019408570047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR455Q02TT,571.0,131228.73380035025,104768.84253440614,620.0,1428.7,9376.0,64824.0,114032.0,171372.0,311004.0,473182.2999999994,1080069.0
CR455Q02F,522.0,54795.98275862069,46012.1138257702,694.0,1367.78,4104.95,21678.25,44982.5,76616.5,134082.5,206459.99,340899.0
CR455Q02A,571.0,81.3047285464098,73.61270124522783,0.0,0.0,0.0,33.0,65.0,111.5,220.5,366.29999999999995,422.0
CR455Q02V,571.0,1.0683012259194395,0.2851169418103148,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
CR455Q02VS,571.0,0.0017513134851138354,0.04184869753186873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CR455Q03TT,555.0,97772.96396396396,73479.24257797323,56.0,400.78,3098.200000000001,51342.5,87074.0,131790.5,226372.1999999998,326300.40000000014,753644.0
CR455Q03F,505.0,29195.148514851484,40258.18399711737,3.0,8.84,1805.4000000000003,8547.0,18909.0,41372.0,83926.7999999999,134997.83999999982,674207.0
CR455Q03A,555.0,49.30810810810811,40.454420434556624,0.0,0.0,0.0,15.0,45.0,71.5,117.59999999999991,173.0600000000004,246.0
CR455Q03V,555.0,1.172972972972973,0.5330157281133792,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.4600000000000364,6.0
CR455Q03VS,555.0,0.04504504504504504,0.2322153312362131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR455Q04S,519.0,0.45857418111753373,0.4987616806463115,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR455Q04TT,550.0,41628.93454545455,50753.149034922935,157.0,343.96,3492.15,18324.5,34402.5,54490.0,95758.29999999996,140445.96,963475.0
CR455Q04F,527.0,33626.11954459203,49576.70240747916,1.0,5.52,1940.1,12197.0,24993.0,43380.5,81609.09999999998,132219.4400000001,957608.0
CR455Q04A,550.0,2.4745454545454546,5.619239594299988,0.0,0.0,1.0,1.0,2.0,3.0,6.0,10.509999999999991,125.0
CR455Q04V,550.0,1.1872727272727273,0.559258729223737,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.509999999999991,5.0
CR455Q04VS,550.0,0.03272727272727273,0.17808385640080132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR455Q05S,524.0,0.13931297709923665,0.3466037148208888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CR455Q05TT,547.0,52317.54844606947,58687.01898569729,918.0,2179.32,8676.2,27697.0,44947.0,65286.0,108112.49999999997,149436.7599999993,1007581.0
CR455Q05F,540.0,17041.609259259258,33929.52037061351,2.0,6.39,1199.75,5388.5,11408.0,20517.5,47356.9,77955.4500000001,722519.0
CR455Q05A,547.0,6.138939670932358,3.0829320355651983,0.0,0.0,4.0,4.0,5.0,7.0,11.0,16.0,33.0
CR455Q05V,547.0,1.0840950639853748,0.3318601890638304,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR455Q05VS,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR540Q01S,663.0,0.40874811463046756,0.49197373762458196,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR540Q01TT,695.0,70087.86762589928,59405.343162830824,683.0,1908.92,4331.5,27959.0,57056.0,93191.5,191345.59999999998,275119.09999999916,373419.0
CR540Q01F,672.0,59487.005952380954,53670.31531450356,1148.0,1549.47,2926.25,19791.75,49312.0,80229.75,168055.65,258314.12999999992,302538.0
CR540Q01A,695.0,2.1683453237410073,2.8707266441781067,0.0,0.0,1.0,1.0,2.0,2.0,5.0,11.11999999999989,50.0
CR540Q01V,695.0,1.0489208633093525,0.23503231321002635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR540Q01VS,695.0,0.0014388489208633094,0.03793216209054407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CR540Q03S,655.0,0.6320610687022901,0.4826131683564254,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR540Q03TT,689.0,25831.824383164007,28200.231825642604,52.0,314.76,2681.2,9527.0,18114.0,31948.0,74390.40000000004,115587.48000000011,307881.0
CR540Q03F,663.0,19344.625942684765,23241.705862926286,4.0,226.44000000000003,1541.1000000000001,5677.0,12505.0,25454.0,60257.899999999994,89574.25999999998,244595.0
CR540Q03A,689.0,1.9637155297532656,1.6336277615004906,0.0,0.0,1.0,1.0,2.0,2.0,5.0,9.0,14.0
CR540Q03V,689.0,1.1059506531204644,0.4499121398760626,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR540Q03VS,689.0,0.02467343976777939,0.155240583749699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR540Q04TT,684.0,93624.34356725146,92224.87530258443,45.0,232.58,1848.55,29434.5,73855.5,131211.75,241680.2,400806.3,979747.0
CR540Q04F,540.0,32705.11111111111,34045.79845110348,2.0,11.019999999999994,1098.0,8935.75,23806.5,43746.0,100756.99999999996,147918.77000000002,254556.0
CR540Q04A,684.0,50.171052631578945,61.043020459077525,0.0,0.0,0.0,1.0,27.0,84.25,162.55000000000007,244.8899999999993,461.0
CR540Q04V,684.0,1.0921052631578947,0.4034938344120874,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0
CR540Q04VS,684.0,0.023391812865497075,0.15125502783967848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR540Q05S,630.0,0.37777777777777777,0.48521689524936723,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR540Q05TT,675.0,37153.00148148148,71699.34636129187,143.0,295.90000000000003,1647.8,9082.0,24990.0,47578.0,103765.49999999999,151995.96,1678597.0
CR540Q05F,643.0,31044.489891135305,71492.29355175832,2.0,21.18,1517.0,6482.5,19200.0,40405.0,90929.19999999995,141931.54000000024,1673140.0
CR540Q05A,675.0,2.0148148148148146,1.8375621880721265,0.0,0.0,1.0,1.0,2.0,2.0,5.0,12.0,17.0
CR540Q05V,675.0,1.0696296296296297,0.3524551603684324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0
CR540Q05VS,675.0,0.023703703703703703,0.15223722674118442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR540Q06S,626.0,0.426517571884984,0.49496635571595654,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR540Q06TT,674.0,34259.06528189911,68587.06397589688,1768.0,2152.6,3507.65,10695.5,21600.5,39339.0,102327.90000000004,155228.1899999999,1591223.0
CR540Q06F,644.0,25917.85403726708,67791.27609245194,1.0,21.869999999999997,1146.6,4995.5,14296.0,30337.25,80644.65000000001,140862.2100000001,1584057.0
CR540Q06A,674.0,2.1468842729970326,2.372595664808397,0.0,0.0,1.0,1.0,2.0,2.0,5.0,11.0,36.0
CR540Q06V,674.0,1.0341246290801187,0.1896862723512433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR540Q06VS,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR542Q01S,661.0,0.47655068078668683,0.4998280546047714,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR542Q01TT,707.0,42407.23620933522,40150.95058628587,140.0,436.94000000000005,3277.7000000000007,16012.5,36540.0,58263.5,100546.09999999995,147992.37999999968,657387.0
CR542Q01F,668.0,33678.48802395209,29280.449936196732,5.0,27.409999999999997,2642.15,10905.25,27956.5,47527.25,88139.34999999999,124033.31000000022,262107.0
CR542Q01A,707.0,2.0834512022630833,2.557573981901344,0.0,0.0,0.0,1.0,2.0,2.0,5.0,12.93999999999994,32.0
CR542Q01V,707.0,1.1966053748231966,0.531809478467149,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0
CR542Q01VS,707.0,0.018387553041018388,0.14459556673186133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR542Q02TT,703.0,72305.8278805121,81913.93082802372,81.0,370.46000000000004,2415.1,34162.5,59023.0,93893.0,166148.69999999998,283212.98000000004,1606844.0
CR542Q02F,632.0,20850.82594936709,66633.9499995086,1.0,3.0,1635.4,4673.75,10922.0,23808.0,65857.89999999995,111735.76999999862,1582104.0
CR542Q02A,703.0,57.66571834992887,50.332688678333845,0.0,0.0,0.0,30.5,49.0,76.0,134.0,219.96000000000004,680.0
CR542Q02V,703.0,1.2119487908961593,0.6031961762175898,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0
CR542Q02VS,703.0,0.02702702702702703,0.18676465104787598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR542Q05S,656.0,0.7042682926829268,0.4567192144920563,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR542Q05TT,696.0,37792.33764367816,27129.18496797941,95.0,429.3,3667.5,18455.5,33648.5,50972.25,89568.5,124886.09999999982,187362.0
CR542Q05F,666.0,29949.615615615614,23863.717965674576,2.0,175.6500000000001,2226.75,11390.5,25930.0,41789.5,75421.25,106480.40000000004,185142.0
CR542Q05A,696.0,2.103448275862069,2.1351972342093926,0.0,0.0,1.0,1.0,2.0,2.0,6.0,11.049999999999955,21.0
CR542Q05V,696.0,1.1580459770114941,0.5785306897945449,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0
CR542Q05VS,696.0,0.01867816091954023,0.13548306277666863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR542Q08S,648.0,0.44290123456790126,0.497112754507457,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR542Q08TT,688.0,39717.12209302326,31804.215519653808,108.0,406.88,2840.9500000000003,17547.75,35957.5,52840.0,94995.04999999997,144007.07,359367.0
