,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
CR542Q08F,656.0,33822.98932926829,29454.749602741344,1.0,16.999999999999996,2232.75,12744.5,27817.0,47634.75,83369.5,120335.65000000045,355738.0
CR542Q08A,688.0,1.8619186046511629,2.410518636760282,0.0,0.0,1.0,1.0,1.0,2.0,4.0,7.0,52.0
CR542Q08V,688.0,1.1104651162790697,0.42416911015180414,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0
CR542Q08VS,688.0,0.02616279069767442,0.1686018788387315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR542Q09S,592.0,0.42567567567567566,0.4948631726147863,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR542Q09TT,684.0,92832.73830409357,89092.96052569489,1418.0,2203.81,7039.0,53625.0,85388.0,116249.75,187950.05000000005,263469.64999999997,1720616.0
CR542Q09F,645.0,27445.13953488372,68468.12929575339,2.0,5.760000000000002,1403.4,4687.0,19884.0,38408.0,69572.99999999994,108045.8799999999,1663284.0
CR542Q09A,684.0,13.437134502923977,20.425499263934874,0.0,0.0,0.0,6.0,9.0,14.0,32.85000000000002,97.16999999999996,356.0
CR542Q09V,684.0,1.04093567251462,0.2193221327310502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR542Q09VS,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR561Q01S,579.0,0.34024179620034545,0.47420004784698516,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR561Q01TT,604.0,108246.04139072848,85163.46792982367,39.0,1066.99,4591.1,41279.25,99377.0,154889.25,252438.35000000003,352334.06000000006,694726.0
CR561Q01F,587.0,77173.60136286201,71764.29557850031,3.0,13.020000000000003,2395.3,14903.0,60005.0,118973.5,209518.59999999995,315784.17999999993,430627.0
CR561Q01A,604.0,3.293046357615894,6.680971071052627,0.0,0.0,1.0,1.0,2.0,4.0,8.0,15.940000000000055,136.0
CR561Q01V,604.0,1.1324503311258278,0.4374734742206164,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR561Q01VS,604.0,0.011589403973509934,0.1071171625886216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9700000000000273,1.0
CR561Q03S,568.0,0.4665492957746479,0.49931953100024423,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR561Q03TT,598.0,48559.96321070234,42455.17024392736,23.0,321.46,2991.8,14265.25,39860.0,70973.25,132939.8,171489.70999999988,260714.0
CR561Q03F,577.0,37622.01906412478,38027.626562136225,3.0,34.879999999999995,1351.8,9425.0,25121.0,55721.0,117039.79999999984,162075.92,257454.0
CR561Q03A,598.0,2.3645484949832776,2.846293669273807,0.0,0.0,1.0,1.0,2.0,3.0,6.0,12.029999999999973,43.0
CR561Q03V,598.0,1.1806020066889633,0.655469173940252,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,9.0
CR561Q03VS,598.0,0.05016722408026756,0.28501075026770617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
CR561Q04S,568.0,0.5774647887323944,0.4943981595881887,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR561Q04TT,593.0,53896.64080944351,38592.41009297832,83.0,414.2,6767.8,26649.0,47454.0,72589.0,128469.99999999999,182558.20000000016,206078.0
CR561Q04F,574.0,21712.364111498257,24635.64853106316,2.0,4.0,1579.0,5509.5,13172.5,29081.75,69420.8,130907.79999999999,175071.0
CR561Q04A,593.0,5.160202360876897,4.472849924317536,0.0,0.0,2.0,3.0,4.0,6.0,10.0,15.320000000000164,85.0
CR561Q04SA,557.0,0.8456014362657092,0.361655176598543,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR561Q04SB,556.0,0.6906474820143885,0.4626429497253636,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR561Q04SC,552.0,0.8007246376811594,0.39981781274053246,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR561Q04V,593.0,1.1821247892074198,0.6832089956218714,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.080000000000041,10.0
CR561Q04VS,593.0,0.045531197301854974,0.28995181820401483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
CR561Q06S,301.0,9.727574750830565,7.134811637216526,0.0,0.0,0.0,0.0,13.0,13.0,21.0,21.0,21.0
CR561Q06TT,587.0,44206.09199318569,42264.663987720705,320.0,643.04,1992.3000000000002,7913.5,37954.0,63251.0,126155.19999999995,186611.02,312886.0
CR561Q06F,379.0,28742.36939313984,29307.12813279882,2.0,83.46000000000001,2480.4,6931.0,20181.0,39791.5,79417.49999999999,118596.37999999984,289970.0
CR561Q06A,587.0,3.335604770017036,5.229687808454929,0.0,0.0,0.0,0.0,1.0,5.0,12.699999999999932,26.0,47.0
CR561Q06V,587.0,1.272572402044293,0.7254378643308959,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0
CR561Q06VS,587.0,0.04088586030664395,0.23737306416595957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
CR561Q07TT,582.0,92136.79209621993,74500.26031208024,145.0,264.43,4599.6,38752.0,76063.0,126524.5,241097.24999999997,351513.2199999998,445896.0
CR561Q07F,557.0,24199.88868940754,20613.483241754442,1.0,167.32000000000014,1984.2,9609.0,19768.0,32411.0,61514.59999999999,87922.15999999963,173263.0
CR561Q07A,582.0,76.62542955326461,81.09390175147674,0.0,0.0,1.0,6.0,56.0,116.0,228.8499999999998,353.5599999999986,683.0
CR561Q07V,582.0,1.2233676975945018,0.5939485413142164,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0
CR561Q07VS,582.0,0.05670103092783505,0.2595138642686446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR561Q08S,332.0,0.5903614457831325,0.4925093175510902,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR561Q08TT,580.0,34700.691379310345,34289.69755168611,1576.0,2255.79,3436.8,7350.75,25848.0,50641.5,94180.59999999993,153569.46000000022,298345.0
CR561Q08F,392.0,25218.88520408163,22151.882918233052,2.0,7.82,2527.05,10122.75,20605.0,33469.5,67364.24999999996,98007.76999999986,220408.0
CR561Q08A,580.0,2.8879310344827585,5.533336795456609,0.0,0.0,0.0,0.0,1.0,3.0,11.0,21.0,87.0
CR561Q08V,580.0,1.0810344827586207,0.3087424470917048,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
CR561Q08VS,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR564Q01S,667.0,0.44677661169415295,0.49753230343936394,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR564Q01TT,702.0,67301.53133903134,62576.492620861136,135.0,325.24,3536.4500000000003,20650.0,48390.0,99944.5,189029.19999999995,288820.76000000007,402935.0
CR564Q01F,672.0,57465.5625,59538.25661749955,3.0,29.55,1897.9500000000005,15213.25,39116.5,81808.25,166795.44999999995,278233.82999999996,397033.0
CR564Q01A,702.0,2.2792022792022792,2.866321822347809,0.0,0.0,1.0,1.0,2.0,2.0,6.0,13.0,42.0
CR564Q01V,702.0,1.0512820512820513,0.2620936394225229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
CR564Q01VS,702.0,0.018518518518518517,0.13491297590981918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR564Q02S,654.0,0.6452599388379205,0.4788006740468144,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR564Q02TT,696.0,37079.57183908046,33784.85898845298,75.0,380.2,1847.25,11601.0,28568.5,52120.25,99626.5,164410.24999999985,207991.0
CR564Q02F,663.0,30915.485671191553,31670.21397586954,2.0,4.62,1348.0,7664.0,21549.0,44616.5,92277.4,144538.15999999992,200434.0
CR564Q02A,696.0,2.0114942528735633,2.0461959954426368,0.0,0.0,1.0,1.0,2.0,2.0,5.0,11.099999999999909,28.0
CR564Q02V,696.0,1.0775862068965518,0.30771926107543984,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
CR564Q02VS,696.0,0.03017241379310345,0.1711845287769385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR564Q03S,639.0,0.4303599374021909,0.49551438903470296,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR564Q03TT,695.0,39879.07769784173,37894.37731169647,153.0,304.44,1704.3000000000002,9054.5,31943.0,58523.0,109200.99999999997,162997.45999999993,276634.0
CR564Q03F,653.0,32413.136294027565,33091.01818017573,2.0,3.5200000000000005,1111.8,5605.0,24095.0,48237.0,93374.19999999997,144007.7200000001,227924.0
CR564Q03A,695.0,2.116546762589928,2.301346464738415,0.0,0.0,0.0,1.0,2.0,2.0,5.0,11.059999999999945,25.0
CR564Q03V,695.0,1.0992805755395683,0.38739066559763086,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR564Q03VS,695.0,0.031654676258992806,0.18324483677595485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR564Q04S,638.0,0.44043887147335425,0.4968293142810946,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR564Q04TT,692.0,37162.472543352604,45511.82497581005,94.0,270.02,1149.25,8943.5,23234.5,46516.5,124328.59999999979,219548.7200000002,456790.0
CR564Q04F,649.0,30576.816640986133,40379.81114275624,2.0,5.960000000000001,1148.2,4785.0,16985.0,36059.0,111629.00000000001,198389.4399999997,326372.0
CR564Q04A,692.0,2.1416184971098264,3.010382753593069,0.0,0.0,0.0,1.0,2.0,2.0,6.0,14.090000000000032,55.0
CR564Q04V,692.0,1.1054913294797688,0.43590505503081023,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0
CR564Q04VS,692.0,0.04335260115606936,0.22408980383176147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR564Q05TT,687.0,87981.12663755458,82622.46115048048,1923.0,2315.88,3538.8,20964.0,67747.0,130677.5,252193.0,366983.8199999998,520594.0
CR564Q05F,549.0,27850.273224043714,36000.30317230961,2.0,3.4800000000000004,736.0000000000002,4951.0,16109.0,36864.0,97447.6,201036.6799999999,261237.0
CR564Q05A,687.0,56.79767103347889,67.49934538364849,0.0,0.0,0.0,1.0,32.0,97.5,190.0999999999998,267.55999999999995,397.0
CR564Q05V,687.0,1.0480349344978166,0.24570611982625887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
CR564Q05VS,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR549Q04S,479.0,0.6096033402922756,0.4883492487712354,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR549Q04TT,501.0,106450.10578842316,67628.96156617212,99.0,559.0,7240.0,58099.0,98436.0,144710.0,223335.0,312261.0,351917.0
CR549Q04F,486.0,84663.09053497942,64611.68528137154,3.0,82.65,2939.25,32161.25,73521.5,126054.0,203975.5,265979.8999999999,308111.0
CR549Q04A,501.0,3.089820359281437,7.601441716389376,0.0,0.0,1.0,1.0,2.0,3.0,8.0,19.0,149.0
CR549Q04V,501.0,1.0858283433133733,0.37231540724908213,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR549Q04VS,501.0,0.015968063872255488,0.12547713328747956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR549Q13SB,454.0,0.9008810572687225,0.29915129241768473,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR549Q13SC,446.0,0.5964125560538116,0.4911675155091483,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR549Q13SD,447.0,0.6912751677852349,0.4624849365002084,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR549Q05TT,496.0,121872.50403225806,116321.6430669631,82.0,320.55,5069.0,61961.75,101794.5,151398.5,277630.75,468984.1500000004,1776362.0
CR549Q05F,453.0,29002.82119205298,37636.335833710866,3.0,581.0,1391.8,6481.0,16349.0,38051.0,102356.19999999998,170753.68000000046,377681.0
CR549Q05A,496.0,101.21975806451613,77.04624147875064,0.0,0.0,0.0,46.0,101.5,146.25,240.25,305.05000000000024,434.0
CR549Q05V,496.0,1.1310483870967742,0.4724358859579018,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR549Q05VS,496.0,0.03225806451612903,0.19839696441827873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR549Q06S,466.0,0.4656652360515021,0.49935580819288133,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR549Q06TT,486.0,39633.399176954736,30614.772193011988,147.0,304.85,4815.25,18989.0,30746.0,51941.0,98494.75,139279.69999999998,233250.0
CR549Q06F,470.0,30795.67021276596,27230.474894666993,1.0,558.2300000000002,3116.6,13451.25,22237.0,38936.0,89081.59999999996,123850.24,227966.0
CR549Q06A,486.0,2.7983539094650207,7.506181464059942,0.0,0.0,1.0,1.0,2.0,2.0,6.75,14.149999999999977,142.0
CR549Q06V,486.0,1.0864197530864197,0.35281013371836684,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
CR549Q06VS,486.0,0.030864197530864196,0.18465368553462358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR549Q10S,464.0,0.8060344827586207,0.39582896433024656,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR549Q10TT,485.0,56042.17319587629,76021.12557461314,111.0,319.08,3870.0000000000005,34796.0,50547.0,69134.0,106757.59999999995,135052.35999999937,1591576.0
CR549Q10F,466.0,40835.69527896996,76743.92289698757,4.0,1475.95,2544.25,17214.0,35367.5,51764.25,90509.25,123127.15000000004,1587329.0
CR549Q10A,485.0,3.0,4.233377800681836,0.0,0.0,1.0,1.0,2.0,4.0,7.7999999999999545,13.159999999999968,78.0
CR549Q10V,485.0,1.0639175257731959,0.34919789051147954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0
CR549Q10VS,485.0,0.030927835051546393,0.17330097591339388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR549Q12S,460.0,0.3869565217391304,0.487583832533672,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR549Q12TT,483.0,40852.233954451345,29677.08956279542,43.0,281.8,5304.2,24339.5,34884.0,51231.0,91341.39999999997,129840.72000000003,352593.0
CR549Q12F,465.0,22770.83870967742,24743.658904549775,3.0,5.919999999999999,2003.2,11121.0,17953.0,27029.0,58138.19999999995,108910.5600000001,338459.0
CR549Q12A,483.0,4.881987577639752,4.323119669427844,0.0,0.0,2.0,3.0,4.0,6.0,9.0,14.180000000000007,83.0
CR549Q12SA,454.0,0.4889867841409692,0.5004301326916178,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR549Q12SB,457.0,0.7592997811816192,0.4279771266073396,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CR549Q12SD,454.0,0.6806167400881057,0.46675202777983743,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR549Q12V,483.0,1.0724637681159421,0.31048004631812565,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
CR549Q12VS,483.0,0.024844720496894408,0.15581310856570185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR549Q13S,455.0,0.3626373626373626,0.4812905630593075,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
CR549Q13TT,480.0,36612.58541666667,76845.28745188363,1578.0,2198.75,6591.750000000001,19879.5,30122.0,42084.5,69450.89999999998,108155.29999999999,1661855.0
CR549Q13F,464.0,18020.594827586207,76583.82908706497,1.0,27.009999999999998,2024.0,7332.5,10913.5,17883.25,40858.14999999998,54128.090000000004,1643801.0
CR549Q13A,480.0,4.925,3.0538999331461647,0.0,0.0,2.0,3.0,4.0,6.0,10.0,14.0,43.0
CR549Q13V,480.0,1.0333333333333334,0.17969277113233137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
CR549Q13VS,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR055Q05TT,605.0,90246.89090909091,77339.25768054335,1422.0,2263.56,3328.6000000000004,34369.0,80361.0,120444.0,238331.39999999973,308168.1600000001,725540.0
CR055Q05F,497.0,29733.162977867203,38199.8367147804,2.0,12.8,1499.4,10906.0,20677.0,35130.0,81853.4,191892.40000000029,493425.0
CR055Q05A,605.0,69.24132231404958,71.70186119558434,0.0,0.0,0.0,2.0,60.0,111.0,187.99999999999977,313.84000000000015,442.0
CR055Q05V,605.0,1.056198347107438,0.23756928650670137,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
CR055Q05VS,605.0,0.001652892561983471,0.040655781409087086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CR055Q01S,588.0,0.5884353741496599,0.49253604498752696,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR055Q01TT,620.0,91961.9306451613,73875.68183768091,1149.0,1758.1100000000001,6230.3,38309.5,79396.5,128713.5,221084.84999999998,318658.77999999945,608263.0
CR055Q01F,599.0,78782.89649415693,70026.31235093616,397.0,1546.26,3273.2000000000003,26290.0,66953.0,113291.5,194150.40000000002,290226.55999999994,602778.0
CR055Q01A,620.0,2.3854838709677417,2.701901847633756,0.0,0.0,1.0,1.0,2.0,3.0,6.0,13.809999999999945,28.0
CR055Q01V,620.0,1.0903225806451613,0.395740518689031,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.8099999999999454,7.0
CR055Q01VS,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR055Q02TT,612.0,108412.24183006537,98335.46242088346,160.0,348.51,1997.1,39663.5,88837.5,152022.0,281754.24999999994,442449.16999999975,853659.0
CR055Q02F,501.0,29870.532934131737,33192.11216517281,2.0,5.0,1369.0,10193.0,20528.0,39749.0,81006.0,179643.0,309335.0
CR055Q02A,612.0,84.12091503267973,96.4453751951989,0.0,0.0,0.0,2.0,64.0,128.0,251.6999999999996,395.0099999999999,920.0
CR055Q02V,612.0,1.1552287581699345,0.5370911347505076,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0
CR055Q02VS,612.0,0.032679738562091505,0.20367493286969135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR055Q03TT,609.0,97583.66009852217,84777.27831867902,70.0,250.8,1052.6000000000001,31030.0,80574.0,145330.0,274214.60000000003,368277.99999999866,458333.0
CR055Q03F,502.0,40548.38446215139,42454.41100721642,1.0,5.0,1265.75,9629.5,27412.0,57633.25,132588.9999999999,189162.67000000004,262997.0
CR055Q03A,609.0,55.758620689655174,68.38440492954558,0.0,0.0,0.0,6.0,19.0,96.0,185.0,272.5999999999998,541.0
CR055Q03V,609.0,1.1215106732348112,0.4195239512731255,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR055Q03VS,609.0,0.041050903119868636,0.22203354202955375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR111Q01S,486.0,0.5288065843621399,0.4996838336861404,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR111Q01TT,503.0,79848.29622266402,63973.72176003523,928.0,2185.78,7745.0,34369.5,60063.0,109107.5,200854.2999999999,274166.82,378921.0
CR111Q01F,489.0,65851.26380368098,63048.07295840516,93.0,1418.48,4819.8,20007.0,44131.0,89742.0,193733.59999999995,269308.56,366820.0
CR111Q01A,503.0,2.823061630218688,6.614190419887893,0.0,0.0,1.0,1.0,2.0,3.0,7.0,15.980000000000018,132.0
CR111Q01V,503.0,1.091451292246521,0.45030587337379946,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0
CR111Q01VS,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR111Q02BTT,501.0,145542.1477045908,107161.29266815579,198.0,634.0,5485.0,70503.0,121403.0,198900.0,360923.0,472089.0,555311.0
CR111Q02BF,449.0,37451.7416481069,34400.11802869959,3.0,519.3600000000004,3912.0000000000005,16818.0,26965.0,47225.0,109502.19999999994,173738.55999999997,197967.0
CR111Q02BA,501.0,116.36526946107784,115.71639603520862,0.0,0.0,0.0,22.0,88.0,166.0,349.0,499.0,819.0
CR111Q02BV,501.0,1.1516966067864272,0.6074060550969699,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,11.0
CR111Q02BVS,501.0,0.015968063872255488,0.14051516280474471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR111Q06TT,493.0,124235.70385395538,86078.99917084063,1735.0,2245.92,6299.000000000001,63260.0,113788.0,172120.0,281089.39999999997,394945.8799999997,589109.0
CR111Q06F,471.0,34383.74522292994,32477.6705929391,3.0,45.10000000000001,2134.5,13510.5,24702.0,44642.5,99956.5,160729.0,200007.0
CR111Q06A,493.0,98.45436105476674,97.19996803927897,0.0,0.0,1.0,6.0,81.0,145.0,271.79999999999984,452.0,549.0
CR111Q06V,493.0,1.0567951318458417,0.24861296653779838,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
CR111Q06VS,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR466Q02TT,481.0,157642.66735966736,109425.25859598164,494.0,1460.4,6548.0,85106.0,142412.0,212467.0,344878.0,472414.7999999999,1055600.0
CR466Q02F,443.0,39968.1986455982,38724.98351978357,1033.0,1648.88,2776.6,10443.0,28400.0,56208.5,117617.19999999994,160760.28,241414.0
CR466Q02A,481.0,107.22661122661123,113.19782001891184,0.0,0.0,0.0,9.0,85.0,163.0,310.0,505.5999999999999,706.0
CR466Q02V,481.0,1.0956340956340955,0.3403455094974309,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.1999999999999886,4.0
CR466Q02VS,481.0,0.002079002079002079,0.04559607525875532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CR466Q03S,425.0,0.08470588235294117,0.278771683458588,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CR466Q03TT,466.0,63909.71244635193,39927.46639820138,182.0,302.6,2778.5,38922.75,60083.0,87123.25,135677.0,174360.9000000001,323122.0
CR466Q03F,435.0,35763.1816091954,25470.25586776164,5.0,671.6199999999998,2654.6000000000004,18012.0,30723.0,49815.5,85059.19999999998,121780.85999999983,153222.0
CR466Q03A,466.0,4.74892703862661,3.397540053652137,0.0,0.0,0.0,3.0,4.0,6.0,10.0,16.700000000000045,46.0
CR466Q03V,466.0,1.1652360515021458,0.4825488421083142,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR466Q03VS,466.0,0.030042918454935622,0.17088887882695325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CR466Q06S,408.0,0.7205882352941176,0.44926108819364396,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR466Q06TT,458.0,52230.635371179036,36391.91355106695,1445.0,2080.8,4532.300000000001,29792.5,43414.5,65033.75,127278.79999999997,161737.80000000005,305253.0
CR466Q06F,427.0,24491.988290398127,23825.363546430533,2.0,10.459999999999996,1336.1000000000001,8188.0,18790.0,32117.5,69006.29999999999,124579.54000000011,146071.0
CR466Q06A,458.0,7.637554585152839,7.578016411813461,0.0,0.0,0.0,3.0,6.0,10.0,19.0,34.0,104.0
CR466Q06V,458.0,1.0698689956331877,0.2797474327430751,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
CR466Q06VS,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR550Q09TT,535.0,131263.10654205608,88008.31261691076,99.0,1260.4199999999998,25545.8,71506.5,110497.0,175487.0,307147.3,383890.25999999983,776196.0
CR550Q09F,529.0,21246.659735349716,18267.86176112012,3.0,278.0800000000001,2189.0,9389.0,16464.0,27115.0,58540.99999999999,81684.88,168425.0
CR550Q09A,535.0,85.60747663551402,73.85832132798916,0.0,0.33999999999999986,3.0,42.0,65.0,107.5,243.5999999999999,329.27999999999975,629.0
CR550Q09V,535.0,1.3626168224299064,0.8160977951979548,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,9.0
CR550Q09VS,535.0,0.011214953271028037,0.10540372073731243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6599999999999682,1.0
CR550Q10TT,529.0,105984.2684310019,69950.09086722555,308.0,2408.6400000000003,22029.800000000003,57471.0,90801.0,137011.0,231243.4,356562.8800000003,459863.0
CR550Q10F,523.0,12555.195028680688,13270.179712921448,2.0,228.3399999999999,3002.1000000000004,6537.5,9426.0,13971.0,31633.599999999995,61388.27999999987,196922.0
CR550Q10A,529.0,64.76748582230624,57.23910510260657,0.0,0.28000000000000025,2.0,23.0,57.0,87.0,172.99999999999983,244.36000000000035,395.0
CR550Q10V,529.0,1.2117202268431002,0.6003271434430513,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0
CR550Q10VS,529.0,0.00945179584120983,0.09685138784375406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CR550Q04S,500.0,0.564,0.49638371607776816,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR550Q04TT,523.0,70741.65200764818,57774.59064283913,355.0,771.8199999999999,7303.700000000001,30282.0,56601.0,96129.5,174860.4,242471.23999999967,586046.0
CR550Q04F,504.0,23645.64484126984,23107.826783041346,1.0,1301.63,2831.0,7744.25,17965.5,32359.0,63742.49999999998,106399.27999999971,218578.0
CR550Q04A,523.0,3.5277246653919696,3.5407718253860874,0.0,0.0,1.0,2.0,3.0,4.0,9.899999999999977,18.779999999999973,33.0
CR550Q04V,523.0,1.112810707456979,0.4160205755393643,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR550Q04VS,523.0,0.009560229445506692,0.11540532313045099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CR550Q05S,499.0,0.6633266533066132,0.4730463475164104,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR550Q05TT,521.0,55583.71209213052,45793.02415759106,213.0,578.8,4734.0,24280.0,44413.0,73676.0,147400.0,196921.19999999972,448795.0
CR550Q05F,508.0,15520.061023622047,17750.236862997666,3.0,930.9000000000001,2496.25,6236.75,10014.0,18666.5,44310.29999999997,103415.82000000004,174631.0
CR550Q05A,521.0,3.3915547024952017,3.077874778995233,0.0,0.0,1.0,2.0,3.0,4.0,8.0,18.799999999999955,26.0
CR550Q05V,521.0,1.1017274472168905,0.37109102474871,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
CR550Q05VS,521.0,0.023032629558541268,0.17388993228088004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
CR550Q06S,334.0,0.7095808383233533,0.45463690861033995,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CR550Q06TT,516.0,52836.20542635659,43346.72714249007,163.0,430.45,2315.0,16078.5,46790.0,76587.25,128893.0,197266.90000000037,272592.0
CR550Q06F,402.0,15301.81592039801,8967.578602441568,2.0,1045.69,3261.05,9583.25,13706.0,18862.0,31866.24999999999,46477.55,63165.0
