cluster_id,feature,cluster_mean_z,global_mean_z,delta_z,abs_delta_z,direction,size,prevalence
0,CR590Q07S,-0.0005306573655262988,1.2602218578948048e-16,-0.0005306573655264248,0.0005306573655264248,below,3620,0.9441836202399583
0,CR590Q05S,0.020347867081659952,8.710356958978798e-17,0.020347867081659865,0.020347867081659865,above,3620,0.9441836202399583
0,CR590Q02S,0.00019158768953649047,5.559802314241786e-18,0.0001915876895364849,0.0001915876895364849,above,3620,0.9441836202399583
0,CR590Q10S,0.002954360461858618,-1.7976694149381772e-16,0.002954360461858798,0.002954360461858798,above,3620,0.9441836202399583
0,CR590Q18TT,-0.004215409675453536,-1.0656287768963422e-16,-0.004215409675453429,0.004215409675453429,below,3620,0.9441836202399583
0,CR590Q37TT,0.0008365754600579849,7.41306975232238e-18,0.0008365754600579775,0.0008365754600579775,above,3620,0.9441836202399583
0,CR590Q50TT,-0.004783933861418467,5.559802314241786e-18,-0.004783933861418472,0.004783933861418472,below,3620,0.9441836202399583
0,CR590Q59TT,-0.05629961629327417,-2.779901157120893e-18,-0.05629961629327417,0.05629961629327417,below,3620,0.9441836202399583
0,CR590Q01S,0.0038304538683244884,2.696504122407266e-16,0.0038304538683242187,0.0038304538683242187,above,3620,0.9441836202399583
0,CR590Q08S,-0.003935081982839281,1.2277896777283943e-17,-0.0039350819828392935,0.0039350819828392935,below,3620,0.9441836202399583
0,CR590Q04S,0.021468202244214418,1.9829961587462368e-16,0.02146820224421422,0.02146820224421422,above,3620,0.9441836202399583
1,CR590Q18S,0.16030311686394516,-1.8741166967590019e-16,0.16030311686394536,0.16030311686394536,above,214,0.05581637976004173
1,CR590Q03S,-0.22452548181707957,2.298051623219938e-16,-0.2245254818170798,0.2245254818170798,below,214,0.05581637976004173
1,CR590Q20S,-0.05132011012961796,2.42778034388558e-16,-0.0513201101296182,0.0513201101296182,below,214,0.05581637976004173
1,CR590Q32TT,0.6348115333957925,1.1119604628483571e-16,0.6348115333957924,0.6348115333957924,above,214,0.05581637976004173
1,CR590Q22S,-0.11626822120220905,-2.0385941818886546e-17,-0.11626822120220903,0.11626822120220903,below,214,0.05581637976004173
1,CR590Q23S,-0.1670236231548379,-5.467138942337756e-17,-0.16702362315483785,0.16702362315483785,below,214,0.05581637976004173
1,CR590Q21S,0.13135355381088937,-7.41306975232238e-18,0.13135355381088937,0.13135355381088937,above,214,0.05581637976004173
1,CR590Q33TT,1.100153983960012,-4.4478418513934285e-17,1.100153983960012,1.100153983960012,above,214,0.05581637976004173
1,CR590Q15TT,0.034021007077372566,8.525030215170738e-17,0.03402100707737248,0.03402100707737248,above,214,0.05581637976004173
1,CR590Q15S,0.1562235958657813,-1.547478310797297e-16,0.15622359586578147,0.15622359586578147,above,214,0.05581637976004173
1,CR590Q08TT,-0.010210124128352033,2.3629159835527587e-17,-0.010210124128352057,0.010210124128352057,below,214,0.05581637976004173
1,CR590Q04TT,1.1593383078702475,-1.8532674380805953e-17,1.1593383078702475,1.1593383078702475,above,214,0.05581637976004173
1,CR590Q23TT,0.8846861320096866,4.540505223297458e-17,0.8846861320096866,0.8846861320096866,above,214,0.05581637976004173
1,CR590Q03TT,1.3540612887509809,-1.0748951140867451e-16,1.3540612887509809,1.3540612887509809,above,214,0.05581637976004173
1,CR590Q13S,0.053864836137305284,-1.9273981356038188e-16,0.05386483613730548,0.05386483613730548,above,214,0.05581637976004173
1,CR590Q11TT,0.19093063142231612,-1.4455486017028641e-16,0.19093063142231625,0.19093063142231625,above,214,0.05581637976004173
1,CR590Q11S,0.12417963498008368,-1.737438223200558e-17,0.12417963498008369,0.12417963498008369,above,214,0.05581637976004173
1,CR590Q25TT,0.13131572858640128,2.0385941818886546e-17,0.13131572858640125,0.13131572858640125,above,214,0.05581637976004173
1,CR590Q16TT,0.06854917641872732,-5.559802314241786e-18,0.06854917641872732,0.06854917641872732,above,214,0.05581637976004173
1,CR590Q16S,0.12952168597537544,4.818495339009547e-17,0.1295216859753754,0.1295216859753754,above,214,0.05581637976004173
1,CR590Q30TT,-0.057399811169003966,-6.764426148994172e-17,-0.057399811169003896,0.057399811169003896,below,214,0.05581637976004173
1,CR590Q29TT,0.06662607891390505,-1.2972872066564167e-16,0.06662607891390518,0.06662607891390518,above,214,0.05581637976004173
1,CR590Q38TT,1.2761062011666027,-7.7837232399385e-17,1.2761062011666027,1.2761062011666027,above,214,0.05581637976004173
1,CR590Q44TT,-0.0646231168761652,6.393772661378053e-17,-0.06462311687616527,0.06462311687616527,below,214,0.05581637976004173
1,CR590Q47TT,1.2335388138553578,-3.567539818305146e-17,1.2335388138553578,1.2335388138553578,above,214,0.05581637976004173
1,CR590Q46TT,0.8694623858013301,-1.945930809984625e-17,0.8694623858013301,0.8694623858013301,above,214,0.05581637976004173
