metric,mean,std,ci_low,ci_high,n_boot
roc_auc,0.8572821632751338,0.021716088989441183,0.809006469734524,0.898472688240865,200
average_precision,0.1650075036365577,0.041216084670695464,0.09326148784630889,0.249667355826856,200
