cluster_id,n,n_resilientes,prevalence_resilientes,odds_ratio,risk_relative,global_resilient_prevalence
1,245,14,0.05714285714285714,1.389494949579325,1.367238095316241,0.04277516953573292
0,3589,150,0.041794371691278906,0.7196859551758386,0.731401504555577,0.04277516953573292
